Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-03-31,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.719,2019-03-31,173,2019,2,2019,1,03,31
2019-03-31,TUNISIA,DINAR,TUNISIA-DINAR,3.01,2019-03-31,174,2019,2,2019,1,03,31
2019-03-31,TURKEY,LIRA,TURKEY-LIRA,5.283,2019-03-31,175,2019,2,2019,1,03,31
2019-03-31,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019-03-31,176,2019,2,2019,1,03,31
2019-03-31,UGANDA,SHILLING,UGANDA-SHILLING,3710.0,2019-03-31,177,2019,2,2019,1,03,31
2019-03-31,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,27.235,2019-03-31,178,2019,2,2019,1,03,31
2019-03-31,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019-03-31,179,2019,2,2019,1,03,31
2019-03-31,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.764,2019-03-31,180,2019,2,2019,1,03,31
2019-03-31,URUGUAY,PESO,URUGUAY-PESO,33.79,2019-03-31,181,2019,2,2019,1,03,31
2019-03-31,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8370.0,2019-03-31,182,2019,2,2019,1,03,31
2019-03-31,VANUATU,VATU,VANUATU-VATU,111.73,2019-03-31,183,2019,2,2019,1,03,31
2019-03-31,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832.0,2019-03-31,184,2019,2,2019,1,03,31
2019-03-31,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,3299.59,2019-03-31,185,2019,2,2019,1,03,31
2019-03-31,VIETNAM,DONG,VIETNAM-DONG,23203.0,2019-03-31,186,2019,2,2019,1,03,31
2019-03-31,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.525,2019-03-31,187,2019,2,2019,1,03,31
2019-03-31,YEMEN,RIAL,YEMEN-RIAL,480.0,2019-03-31,188,2019,2,2019,1,03,31
2019-03-31,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.13,2019-03-31,189,2019,2,2019,1,03,31
2019-03-31,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,2019-03-31,190,2019,2,2019,1,03,31
